parameter,step,counts,bin_centers,bin_width
gpt_neox.layers.1.attention.query_key_value.bias,143000,"[  1.   0.   0.   0.   0.   0.   0.   2.   1.   0.   0.   0.   0.   0.
   0.   0.   0.   1.   1.   0.   2.   0.   0.   1.   1.   2.   0.   2.
   1.   1.   0.   0.   1.   1.   2.   0.   4.   1.   1.   6.   1.   4.
   6.   4.   6.  10.  14.   7.   4.   6.  20.  13.  24.  28.  36.  88.
 974.  47.  38.  26.  26.  15.  10.   7.   7.   9.   6.   9.   9.   8.
   9.   4.   3.   4.   5.   4.   1.   0.   1.   0.   0.   0.   1.   0.
   1.   1.   0.   0.   1.   1.   0.   0.   1.   2.   0.   0.   2.   0.
   0.   1.]","[-2.9548515e+01 -2.9020546e+01 -2.8492579e+01 -2.7964609e+01
 -2.7436642e+01 -2.6908672e+01 -2.6380703e+01 -2.5852734e+01
 -2.5324764e+01 -2.4796797e+01 -2.4268829e+01 -2.3740860e+01
 -2.3212891e+01 -2.2684921e+01 -2.2156952e+01 -2.1628984e+01
 -2.1101017e+01 -2.0573048e+01 -2.0045078e+01 -1.9517109e+01
 -1.8989140e+01 -1.8461170e+01 -1.7933203e+01 -1.7405235e+01
 -1.6877266e+01 -1.6349297e+01 -1.5821327e+01 -1.5293360e+01
 -1.4765390e+01 -1.4237421e+01 -1.3709454e+01 -1.3181484e+01
 -1.2653515e+01 -1.2125546e+01 -1.1597578e+01 -1.1069609e+01
 -1.0541640e+01 -1.0013672e+01 -9.4857025e+00 -8.9577332e+00
 -8.4297647e+00 -7.9017963e+00 -7.3738270e+00 -6.8458586e+00
 -6.3178902e+00 -5.7899208e+00 -5.2619524e+00 -4.7339840e+00
 -4.2060146e+00 -3.6780462e+00 -3.1500788e+00 -2.6221104e+00
 -2.0941410e+00 -1.5661726e+00 -1.0382042e+00 -5.1023483e-01
  1.7733574e-02  5.4570198e-01  1.0736713e+00  1.6016397e+00
  2.1296082e+00  2.6575775e+00  3.1855469e+00  3.7135153e+00
  4.2414837e+00  4.7694530e+00  5.2974215e+00  5.8253899e+00
  6.3533592e+00  6.8813281e+00  7.4092965e+00  7.9372654e+00
  8.4652348e+00  8.9932022e+00  9.5211716e+00  1.0049141e+01
  1.0577108e+01  1.1105078e+01  1.1633047e+01  1.2161015e+01
  1.2688984e+01  1.3216953e+01  1.3744922e+01  1.4272890e+01
  1.4800859e+01  1.5328829e+01  1.5856796e+01  1.6384766e+01
  1.6912735e+01  1.7440704e+01  1.7968672e+01  1.8496639e+01
  1.9024609e+01  1.9552578e+01  2.0080547e+01  2.0608517e+01
  2.1136484e+01  2.1664454e+01  2.2192421e+01  2.2720390e+01]",0.5279693603515625
gpt_neox.layers.1.attention.dense.weight,142000,"[1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e+00
 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.0000e+00 1.0000e+00
 0.0000e+00 1.0000e+00 5.0000e+00 1.0000e+00 5.0000e+00 1.0000e+00
 3.0000e+00 4.0000e+00 3.0000e+00 6.0000e+00 1.9000e+01 9.0000e+00
 2.9000e+01 4.0000e+01 4.3000e+01 8.3000e+01 1.3700e+02 1.9800e+02
 3.3500e+02 5.0100e+02 7.7400e+02 1.0910e+03 1.5250e+03 2.1720e+03
 3.1150e+03 4.2750e+03 5.3980e+03 7.2340e+03 8.6790e+03 1.0386e+04
 1.2705e+04 1.4008e+04 1.5801e+04 1.7182e+04 1.7762e+04 1.7986e+04
 1.7681e+04 1.6813e+04 1.5718e+04 1.3880e+04 1.2020e+04 1.0462e+04
 8.3720e+03 6.8490e+03 5.2540e+03 4.0180e+03 2.9180e+03 2.1270e+03
 1.4750e+03 1.0220e+03 6.8200e+02 4.8400e+02 2.9600e+02 1.7600e+02
 1.1800e+02 8.2000e+01 5.5000e+01 3.6000e+01 1.9000e+01 2.1000e+01
 1.2000e+01 1.0000e+01 5.0000e+00 1.0000e+00 4.0000e+00 4.0000e+00
 1.0000e+00 3.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e+00]","[-0.21537232 -0.21130249 -0.20723265 -0.20316285 -0.19909301 -0.1950232
 -0.19095337 -0.18688354 -0.18281372 -0.1787439  -0.17467406 -0.17060424
 -0.16653442 -0.16246459 -0.15839478 -0.15432495 -0.15025513 -0.14618531
 -0.14211547 -0.13804565 -0.13397583 -0.129906   -0.12583618 -0.12176636
 -0.11769653 -0.1136267  -0.10955688 -0.10548706 -0.10141724 -0.09734741
 -0.09327759 -0.08920776 -0.08513794 -0.08106811 -0.07699829 -0.07292847
 -0.06885865 -0.06478882 -0.06071899 -0.05664917 -0.05257934 -0.04850952
 -0.0444397  -0.04036988 -0.03630005 -0.03223022 -0.0281604  -0.02409057
 -0.02002075 -0.01595093 -0.01188111 -0.00781129 -0.00374146  0.00032837
  0.00439819  0.00846802  0.01253784  0.01660766  0.02067748  0.02474731
  0.02881714  0.03288696  0.03695679  0.04102661  0.04509643  0.04916625
  0.05323608  0.05730591  0.06137573  0.06544556  0.06951538  0.0735852
  0.07765503  0.08172485  0.08579467  0.0898645   0.09393433  0.09800415
  0.10207397  0.1061438   0.11021362  0.11428344  0.11835327  0.1224231
  0.12649292  0.13056275  0.13463256  0.1387024   0.14277221  0.14684203
  0.15091187  0.15498169  0.15905151  0.16312134  0.16719116  0.17126098
  0.17533082  0.17940062  0.18347046  0.1875403 ]",0.004069820046424866
gpt_neox.layers.1.attention.dense.weight,143000,"[1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e+00 1.0000e+00
 0.0000e+00 0.0000e+00 4.0000e+00 4.0000e+00 3.0000e+00 2.0000e+00
 3.0000e+00 1.0000e+00 3.0000e+00 9.0000e+00 1.4000e+01 8.0000e+00
 2.6000e+01 3.6000e+01 5.1000e+01 6.9000e+01 1.0800e+02 1.9700e+02
 3.0000e+02 4.7000e+02 6.6100e+02 1.0070e+03 1.3600e+03 2.0200e+03
 2.7900e+03 3.9110e+03 5.0880e+03 6.6250e+03 8.2570e+03 9.8260e+03
 1.1980e+04 1.3601e+04 1.5277e+04 1.6587e+04 1.7558e+04 1.7932e+04
 1.7688e+04 1.7077e+04 1.6081e+04 1.4451e+04 1.2710e+04 1.0893e+04
 9.0270e+03 7.3800e+03 5.6880e+03 4.4870e+03 3.2630e+03 2.3780e+03
 1.7070e+03 1.1770e+03 7.7200e+02 5.5200e+02 3.6500e+02 2.1300e+02
 1.4200e+02 9.4000e+01 5.8000e+01 5.4000e+01 2.4000e+01 1.6000e+01
 1.7000e+01 1.1000e+01 7.0000e+00 1.0000e+00 2.0000e+00 6.0000e+00
 2.0000e+00 1.0000e+00 3.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 1.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e+00]","[-0.21477966 -0.21074525 -0.20671082 -0.20267639 -0.19864197 -0.19460754
 -0.19057313 -0.1865387  -0.18250427 -0.17846985 -0.17443542 -0.170401
 -0.16636658 -0.16233215 -0.15829773 -0.1542633  -0.15022889 -0.14619446
 -0.14216004 -0.13812561 -0.13409118 -0.13005677 -0.12602234 -0.12198792
 -0.11795349 -0.11391906 -0.10988465 -0.10585022 -0.1018158  -0.09778138
 -0.09374695 -0.08971253 -0.0856781  -0.08164368 -0.07760926 -0.07357483
 -0.06954041 -0.06550598 -0.06147156 -0.05743714 -0.05340271 -0.04936829
 -0.04533386 -0.04129944 -0.03726502 -0.0332306  -0.02919617 -0.02516175
 -0.02112733 -0.0170929  -0.01305847 -0.00902404 -0.00498962 -0.00095519
  0.00307923  0.00711365  0.01114807  0.0151825   0.01921692  0.02325135
  0.02728577  0.03132019  0.03535461  0.03938904  0.04342347  0.04745789
  0.05149231  0.05552673  0.05956116  0.06359559  0.06763001  0.07166444
  0.07569885  0.07973328  0.0837677   0.08780213  0.09183656  0.09587097
  0.0999054   0.10393982  0.10797425  0.11200867  0.11604309  0.12007752
  0.12411194  0.12814637  0.13218078  0.13621521  0.14024964  0.14428405
  0.14831848  0.1523529   0.15638733  0.16042176  0.16445617  0.1684906
  0.17252502  0.17655945  0.18059388  0.1846283 ]",0.0040344297885894775
gpt_neox.layers.1.attention.dense.bias,142000,"[  3.   0.   2.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   6.   4.  18.  47.  94. 115. 115.  60.  26.
  10.   2.   3.   0.   0.   1.   0.   0.   0.   0.   1.   2.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   1.]","[-0.30306274 -0.29053587 -0.27800903 -0.2654822  -0.25295532 -0.24042846
 -0.22790161 -0.21537475 -0.2028479  -0.19032103 -0.17779419 -0.16526732
 -0.15274048 -0.14021361 -0.12768677 -0.11515991 -0.10263305 -0.0901062
 -0.07757934 -0.06505248 -0.05252562 -0.03999877 -0.02747191 -0.01494506
 -0.00241821  0.01010865  0.0226355   0.03516236  0.04768921  0.06021607
  0.07274292  0.08526978  0.09779665  0.1103235   0.12285036  0.13537721
  0.14790407  0.16043092  0.17295778  0.18548465  0.19801149  0.21053833
  0.2230652   0.23559207  0.2481189   0.26064575  0.27317262  0.2856995
  0.29822636  0.3107532   0.32328     0.33580685  0.34833372  0.3608606
  0.37338746  0.3859143   0.39844114  0.410968    0.42349488  0.43602172
  0.44854856  0.46107543  0.4736023   0.48612913  0.49865597  0.51118284
  0.5237097   0.5362366   0.54876345  0.56129026  0.57381713  0.586344
  0.5988708   0.6113977   0.62392455  0.6364514   0.6489783   0.6615051
  0.674032    0.68655884  0.69908565  0.7116125   0.7241394   0.73666626
  0.74919313  0.76171994  0.7742468   0.7867737   0.79930055  0.81182736
  0.82435423  0.8368811   0.849408    0.8619348   0.87446165  0.8869885
  0.8995154   0.91204226  0.9245691   0.93709594]",0.012526869773864746
gpt_neox.layers.1.attention.dense.bias,143000,"[  3.   0.   2.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   6.   4.  20.  46.  95. 115. 113.  60.  26.
  10.   2.   3.   0.   0.   1.   0.   0.   0.   0.   1.   2.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   1.]","[-0.30210328 -0.2896106  -0.2771179  -0.26462525 -0.2521326  -0.2396399
 -0.22714722 -0.21465454 -0.20216188 -0.18966919 -0.17717652 -0.16468385
 -0.15219116 -0.13969849 -0.12720582 -0.11471314 -0.10222047 -0.0897278
 -0.07723512 -0.06474244 -0.05224977 -0.03975709 -0.02726442 -0.01477174
 -0.00227906  0.01021361  0.02270629  0.03519897  0.04769164  0.06018431
  0.07267699  0.08516966  0.09766234  0.11015502  0.12264769  0.13514036
  0.14763303  0.16012572  0.17261839  0.18511106  0.19760375  0.21009642
  0.22258908  0.23508176  0.24757445  0.2600671   0.2725598   0.28505248
  0.29754514  0.31003782  0.32253054  0.33502322  0.34751588  0.36000857
  0.37250125  0.3849939   0.3974866   0.40997928  0.42247194  0.4349646
  0.4474573   0.45994997  0.47244263  0.48493534  0.497428    0.5099207
  0.5224134   0.534906    0.5473987   0.55989134  0.572384    0.5848767
  0.59736943  0.6098621   0.62235475  0.6348474   0.64734006  0.6598328
  0.6723255   0.68481815  0.6973108   0.70980346  0.7222961   0.73478884
  0.7472815   0.7597742   0.77226686  0.7847595   0.7972522   0.80974483
  0.82223755  0.83473027  0.8472229   0.8597156   0.87220824  0.8847009
  0.8971936   0.90968627  0.922179    0.93467164]",0.01249268651008606
gpt_neox.layers.1.mlp.dense_h_to_4h.weight,142000,"[1.00000e+00 0.00000e+00 1.00000e+00 1.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 2.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 3.00000e+00 1.00000e+00
 1.00000e+00 3.00000e+00 5.00000e+00 3.00000e+00 2.00000e+00 7.00000e+00
 8.00000e+00 1.10000e+01 1.10000e+01 1.10000e+01 1.40000e+01 1.20000e+01
 2.50000e+01 3.10000e+01 4.90000e+01 7.30000e+01 9.30000e+01 2.19000e+02
 4.33000e+02 9.65000e+02 1.94500e+03 4.15500e+03 7.88200e+03 1.48120e+04
 2.54660e+04 4.07180e+04 5.97430e+04 8.22440e+04 1.03950e+05 1.19268e+05
 1.24394e+05 1.17997e+05 1.03015e+05 8.24010e+04 6.06410e+04 4.13790e+04
 2.55500e+04 1.47570e+04 8.15800e+03 4.12700e+03 1.96700e+03 9.36000e+02
 4.45000e+02 2.09000e+02 1.00000e+02 6.30000e+01 4.60000e+01 3.60000e+01
 3.20000e+01 2.80000e+01 1.60000e+01 1.70000e+01 8.00000e+00 1.20000e+01
 8.00000e+00 1.10000e+01 8.00000e+00 4.00000e+00 5.00000e+00 1.00000e+01
 7.00000e+00 2.00000e+00 2.00000e+00 0.00000e+00 1.00000e+00 1.00000e+00
 0.00000e+00 2.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 0.00000e+00
 3.00000e+00 2.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 1.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00]","[-0.44023192 -0.43104738 -0.42186278 -0.41267824 -0.40349364 -0.3943091
 -0.3851245  -0.37593997 -0.36675537 -0.35757083 -0.34838623 -0.3392017
 -0.3300171  -0.32083252 -0.31164795 -0.30246338 -0.2932788  -0.28409424
 -0.27490968 -0.2657251  -0.25654054 -0.24735597 -0.2381714  -0.22898683
 -0.21980225 -0.21061768 -0.2014331  -0.19224854 -0.18306397 -0.1738794
 -0.16469483 -0.15551026 -0.14632569 -0.13714112 -0.12795655 -0.11877199
 -0.10958742 -0.10040285 -0.09121828 -0.08203371 -0.07284914 -0.06366457
 -0.05448    -0.04529543 -0.03611086 -0.02692629 -0.01774172 -0.00855714
  0.00062744  0.00981201  0.01899658  0.02818115  0.03736573  0.04655032
  0.05573489  0.06491946  0.07410403  0.0832886   0.09247316  0.10165773
  0.1108423   0.12002687  0.12921144  0.13839601  0.14758058  0.15676515
  0.16594972  0.17513429  0.18431886  0.19350342  0.202688    0.21187256
  0.22105713  0.2302417   0.23942627  0.24861084  0.2577954   0.26698
  0.27616456  0.28534913  0.2945337   0.30371827  0.31290284  0.3220874
  0.33127198  0.34045655  0.3496411   0.35882568  0.36801028  0.37719482
  0.38637942  0.39556396  0.40474856  0.4139331   0.4231177   0.43230224
  0.44148684  0.45067137  0.45985597  0.4690405 ]",0.009184569120407104
gpt_neox.layers.1.mlp.dense_h_to_4h.weight,143000,"[1.00000e+00 0.00000e+00 1.00000e+00 0.00000e+00 1.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 3.00000e+00 0.00000e+00 2.00000e+00 3.00000e+00 0.00000e+00
 1.00000e+00 3.00000e+00 6.00000e+00 1.00000e+00 4.00000e+00 5.00000e+00
 6.00000e+00 1.00000e+01 1.10000e+01 1.00000e+01 1.50000e+01 1.40000e+01
 2.10000e+01 2.50000e+01 4.30000e+01 5.70000e+01 8.60000e+01 1.69000e+02
 3.56000e+02 7.16000e+02 1.60200e+03 3.25700e+03 6.44600e+03 1.20900e+04
 2.16670e+04 3.54060e+04 5.37670e+04 7.49750e+04 9.79520e+04 1.15993e+05
 1.24445e+05 1.20954e+05 1.08826e+05 8.89850e+04 6.71120e+04 4.67840e+04
 2.96360e+04 1.74960e+04 9.74400e+03 5.00200e+03 2.46300e+03 1.14100e+03
 5.35000e+02 2.57000e+02 1.21000e+02 6.00000e+01 5.90000e+01 4.00000e+01
 3.00000e+01 3.00000e+01 1.70000e+01 2.00000e+01 1.10000e+01 1.00000e+01
 1.00000e+01 1.00000e+01 9.00000e+00 3.00000e+00 4.00000e+00 1.00000e+01
 7.00000e+00 3.00000e+00 2.00000e+00 1.00000e+00 0.00000e+00 1.00000e+00
 1.00000e+00 2.00000e+00 1.00000e+00 1.00000e+00 0.00000e+00 1.00000e+00
 1.00000e+00 3.00000e+00 1.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 1.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00]","[-0.44243532 -0.43326294 -0.42409056 -0.4149182  -0.40574586 -0.39657348
 -0.3874011  -0.37822875 -0.3690564  -0.35988402 -0.35071167 -0.34153932
 -0.33236694 -0.32319456 -0.3140222  -0.30484986 -0.29567748 -0.28650513
 -0.27733275 -0.2681604  -0.25898802 -0.24981567 -0.24064332 -0.23147094
 -0.22229859 -0.21312621 -0.20395386 -0.1947815  -0.18560913 -0.17643677
 -0.1672644  -0.15809204 -0.14891969 -0.13974732 -0.13057496 -0.12140259
 -0.11223023 -0.10305786 -0.0938855  -0.08471313 -0.07554077 -0.06636842
 -0.05719605 -0.04802369 -0.03885132 -0.02967896 -0.02050659 -0.01133423
 -0.00216188  0.00701049  0.01618287  0.02535523  0.03452758  0.04369995
  0.05287232  0.06204468  0.07121705  0.08038941  0.08956178  0.09873413
  0.10790649  0.11707886  0.12625122  0.13542359  0.14459595  0.15376832
  0.16294068  0.17211305  0.1812854   0.19045776  0.19963013  0.20880249
  0.21797486  0.22714722  0.23631957  0.24549195  0.2546643   0.26383668
  0.27300903  0.28218138  0.29135376  0.3005261   0.3096985   0.31887084
  0.32804322  0.33721557  0.34638792  0.3555603   0.36473268  0.37390503
  0.38307738  0.39224976  0.4014221   0.41059446  0.41976684  0.42893922
  0.43811157  0.44728392  0.4564563   0.46562868]",0.00917235016822815
gpt_neox.layers.1.mlp.dense_h_to_4h.bias,142000,"[  1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.
   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   1.
   0.   1.   1.   0.   0.   1.   3.   1.   4.   2.   3.   4.   5.   6.
   5.   8.  11.  12.  16.  20.  27.  34.  43.  46.  63.  98. 122. 137.
 194. 222. 227. 191. 188. 147. 108.  46.  22.  10.   7.   3.   0.   0.
   1.   1.   0.   0.   0.   0.   1.   0.   0.   1.   1.   0.   0.   0.
   0.   1.]","[-1.69614    -1.6743579  -1.6525757  -1.6307935  -1.6090112  -1.587229
 -1.5654469  -1.5436646  -1.5218823  -1.5001001  -1.4783179  -1.4565356
 -1.4347534  -1.4129713  -1.391189   -1.3694067  -1.3476245  -1.3258423
 -1.30406    -1.2822778  -1.2604957  -1.2387134  -1.2169311  -1.195149
 -1.1733667  -1.1515845  -1.1298022  -1.1080201  -1.0862378  -1.0644555
 -1.0426733  -1.0208911  -0.9991089  -0.97732663 -0.9555445  -0.9337622
 -0.91198    -0.89019775 -0.8684155  -0.8466333  -0.82485104 -0.8030689
 -0.7812866  -0.7595044  -0.73772216 -0.7159399  -0.6941577  -0.6723755
 -0.6505932  -0.628811   -0.60702884 -0.5852466  -0.56346434 -0.5416821
 -0.51989996 -0.49811772 -0.47633547 -0.45455322 -0.432771   -0.41098878
 -0.38920656 -0.36742434 -0.34564212 -0.32385987 -0.30207762 -0.2802954
 -0.25851318 -0.23673096 -0.21494874 -0.19316652 -0.1713843  -0.14960209
 -0.12781984 -0.10603759 -0.08425537 -0.06247315 -0.04069093 -0.01890871
  0.00287353  0.02465576  0.04643798  0.06822021  0.09000245  0.11178467
  0.13356689  0.1553491   0.17713134  0.19891357  0.2206958   0.24247803
  0.26426026  0.28604248  0.3078247   0.32960692  0.35138917  0.3731714
  0.3949536   0.41673583  0.43851808  0.4603003 ]",0.021782279014587402
gpt_neox.layers.1.mlp.dense_h_to_4h.bias,143000,"[  1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.
   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   1.
   0.   1.   1.   0.   0.   1.   3.   1.   4.   2.   4.   2.   6.   6.
   5.   8.  11.  13.  15.  21.  27.  36.  40.  46.  68.  98. 120. 141.
 194. 223. 225. 191. 190. 145. 105.  45.  22.   8.   7.   3.   0.   0.
   1.   1.   0.   0.   0.   0.   1.   0.   0.   1.   1.   0.   0.   0.
   0.   1.]","[-1.6971045  -1.6752979  -1.6534913  -1.6316845  -1.609878   -1.5880713
 -1.5662646  -1.5444579  -1.5226514  -1.5008447  -1.479038   -1.4572315
 -1.4354248  -1.4136181  -1.3918116  -1.3700049  -1.3481982  -1.3263917
 -1.304585   -1.2827783  -1.2609718  -1.2391651  -1.2173584  -1.1955518
 -1.1737452  -1.1519384  -1.1301318  -1.1083252  -1.0865185  -1.0647118
 -1.0429053  -1.0210986  -0.99929196 -0.97748536 -0.9556787  -0.9338721
 -0.9120654  -0.8902588  -0.8684522  -0.8466455  -0.8248389  -0.8030323
 -0.78122556 -0.75941896 -0.7376123  -0.71580565 -0.693999   -0.6721924
 -0.65038574 -0.6285791  -0.6067725  -0.5849658  -0.56315917 -0.54135257
 -0.5195459  -0.49773926 -0.47593263 -0.45412597 -0.4323193  -0.4105127
 -0.38870606 -0.3668994  -0.34509277 -0.32328615 -0.3014795  -0.27967283
 -0.2578662  -0.23605958 -0.21425292 -0.19244629 -0.17063966 -0.148833
 -0.12702635 -0.10521972 -0.08341309 -0.06160644 -0.03979981 -0.01799318
  0.00381348  0.02562012  0.04742676  0.0692334   0.09104005  0.11284669
  0.13465331  0.15645996  0.1782666   0.20007324  0.22187988  0.24368653
  0.26549315  0.2872998   0.30910644  0.3309131   0.35271972  0.37452638
  0.396333    0.41813964  0.4399463   0.46175295]",0.02180659770965576
gpt_neox.layers.1.mlp.dense_4h_to_h.weight,142000,"[1.00000e+00 2.00000e+00 0.00000e+00 2.00000e+00 3.00000e+00 5.00000e+00
 3.00000e+00 4.00000e+00 1.30000e+01 2.30000e+01 2.30000e+01 3.80000e+01
 8.40000e+01 1.30000e+02 3.40000e+02 1.11500e+03 4.64400e+03 2.04690e+04
 6.84600e+04 1.58644e+05 2.48219e+05 2.57649e+05 1.75679e+05 7.96710e+04
 2.50940e+04 6.15400e+03 1.34000e+03 3.83000e+02 1.35000e+02 8.50000e+01
 4.00000e+01 4.10000e+01 2.20000e+01 1.60000e+01 1.40000e+01 5.00000e+00
 2.00000e+00 2.00000e+00 1.00000e+00 1.00000e+00 0.00000e+00 1.00000e+00
 4.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00 1.00000e+00
 0.00000e+00 1.00000e+00 0.00000e+00 1.00000e+00 1.00000e+00 2.00000e+00
 0.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 1.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00]","[-0.27910766 -0.26554567 -0.25198364 -0.23842162 -0.22485963 -0.2112976
 -0.19773561 -0.18417358 -0.17061158 -0.15704957 -0.14348754 -0.12992555
 -0.11636353 -0.10280152 -0.0892395  -0.07567749 -0.06211548 -0.04855347
 -0.03499147 -0.02142945 -0.00786744  0.00569457  0.01925659  0.0328186
  0.04638061  0.05994262  0.07350463  0.08706665  0.10062866  0.11419067
  0.12775268  0.14131469  0.15487671  0.16843872  0.18200073  0.19556274
  0.20912473  0.22268674  0.23624876  0.24981079  0.2633728   0.2769348
  0.2904968   0.30405882  0.31762084  0.33118287  0.34474486  0.35830685
  0.37186888  0.3854309   0.39899293  0.41255495  0.42611697  0.43967897
  0.45324096  0.46680298  0.480365    0.49392703  0.507489    0.52105105
  0.534613    0.5481751   0.56173706  0.57529914  0.5888611   0.6024231
  0.61598516  0.6295471   0.64310914  0.65667117  0.67023313  0.6837952
  0.6973572   0.7109192   0.7244812   0.7380432   0.7516053   0.76516724
  0.77872926  0.7922913   0.80585325  0.81941533  0.8329773   0.84653926
  0.86010134  0.8736633   0.8872254   0.90078735  0.9143493   0.9279114
  0.94147336  0.95503545  0.9685974   0.9821594   0.99572146  1.0092834
  1.0228455   1.0364075   1.0499694   1.0635315 ]",0.013562023639678955
